News Outlet,Date,Tweet,Compound,Positive Score,Negative Score,Neutral Score,Tweets Ago
@BBCNews,Mon Oct 01 21:28:44 +0000 2018,"Tuesday's Express: ""Taxes will be cut in no-deal #Brexit"" (via @AllieHBNews) #bbcpapers #tomorrowspaperstoday https://t.co/LiWpy1ffAF",-0.2732,0.0,0.139,0.861,35
@BBCNews,Mon Oct 01 21:28:40 +0000 2018,"Tuesday's Star: ""TV Guru: Put fat kids in care"" (via @AllieHBNews) #bbcpapers #tomorrowspaperstoday https://t.co/miOuJPGasu",0.4939,0.198,0.0,0.802,36
@BBCNews,Mon Oct 01 21:28:32 +0000 2018,"Tuesday's i: ""Moment of truth for Boris"" (via @AllieHBNews) #bbcpapers #tomorrowspaperstoday https://t.co/2eJ0zYPW1L",0.3182,0.173,0.0,0.827,37
@BBCNews,Mon Oct 01 21:28:26 +0000 2018,"Tuesday's Guardian: ""Tories urged to get behind May as party rivals go on offensive"" (via @AllieHBNews) #bbcpapers… https://t.co/UqTBDWE2Vc",-0.0772,0.124,0.138,0.737,38
@BBCNews,Mon Oct 01 21:08:50 +0000 2018,"Tuesday's Metro: ""One click compo for rail delays"" (via @AllieHBNews) #bbcpapers #tomorrowspaperstoday https://t.co/XS3te5Qmkl",0.0,0.0,0.0,1.0,39
@BBCNews,Mon Oct 01 21:08:44 +0000 2018,"Tuesday's Telegraph: ""Cancers must be diagnosed in 3 weeks"" (via @AllieHBNews) #bbcpapers #tomorrowspaperstoday https://t.co/MBMzxvBb9m",0.0,0.0,0.0,1.0,40
@BBCNews,Mon Oct 01 21:08:36 +0000 2018,"Tuesday's Independent: ""Women pushed to brink by state pension age rise"" (via @AllieHBNews) #bbcpapers… https://t.co/0pnG5EsLKE",0.0,0.0,0.0,1.0,41
@BBCNews,Mon Oct 01 21:08:23 +0000 2018,"Tuesday’s FT: ""GE jettisons Flannery after briefest tenure for group chief"" (via @AllieHBNews) #bbcpapers… https://t.co/Ve46It7cQb",0.0,0.0,0.0,1.0,42
@BBCNews,Mon Oct 01 20:53:45 +0000 2018,Former Buzzcocks presenter Mark Lamarr's assault case discontinued https://t.co/kI2Ouo0JeW,-0.5859,0.0,0.322,0.678,43
@BBCNews,Mon Oct 01 20:13:45 +0000 2018,Sigur Rós drummer Orri Páll Dýrason quits band amid rape claim https://t.co/SalwagYY81,-0.6908,0.0,0.299,0.701,44
@BBCNews,Mon Oct 01 18:56:14 +0000 2018,"It's a year since the Las Vegas mass shooting, in which 58 people were killed &amp; hundreds injured 

@CliveMyrieBBC r… https://t.co/VIsgZOyNF0",-0.802,0.0,0.286,0.714,45
@BBCNews,Mon Oct 01 18:27:41 +0000 2018,Lab 11 nightclub can keep licence after teen's death https://t.co/KT77pECiBJ,-0.5994,0.0,0.302,0.698,46
@BBCNews,Mon Oct 01 18:07:05 +0000 2018,Do you know who owns this locket? https://t.co/ijXPI0BrAF,0.0,0.0,0.0,1.0,47
@BBCNews,Mon Oct 01 17:43:49 +0000 2018,Scott Pritchard murder: How killer Tunmore confessed https://t.co/oXjQxl04gw,-0.875,0.0,0.6,0.4,48
@BBCNews,Mon Oct 01 17:43:30 +0000 2018,RT @BBCWorld: Sir Paul McCartney photo-bombs newlyweds in Winnipeg https://t.co/ycjdi6fCq4,0.0,0.0,0.0,1.0,49
@BBCNews,Mon Oct 01 17:13:54 +0000 2018,"Remembering Rainbow presenter Geoffrey Hayes who's died aged 76 🌈

https://t.co/d7jQTJGoA3 https://t.co/FKRGgS9A9K",-0.5574,0.0,0.265,0.735,50
@BBCNews,Mon Oct 01 17:08:07 +0000 2018,❤️ https://t.co/0s7R58Dsn9,0.0,0.0,0.0,1.0,51
@BBCNews,Mon Oct 01 17:05:42 +0000 2018,"RT @BBCNewsbeat: Fair play, @everton for surprising this fan with Down's syndrome 🙌 https://t.co/e3clNwayCa",0.8139,0.512,0.0,0.488,52
@BBCNews,Mon Oct 01 17:01:04 +0000 2018,Matilda statue stands up to President Donald Trump https://t.co/qfRQoHbf3J,0.0,0.0,0.0,1.0,53
@BBCNews,Mon Oct 01 16:59:41 +0000 2018,Meghan's wedding dress designer shows in Paris for Givenchy https://t.co/eu9WSrPEYB,0.0,0.0,0.0,1.0,54
@BBCNews,Mon Oct 01 16:59:27 +0000 2018,RT @BBCWorld: Cern scientist Alessandro Strumia suspended after comments https://t.co/Ffi8OM81UW,-0.4767,0.0,0.256,0.744,55
@BBCNews,Mon Oct 01 16:56:54 +0000 2018,RT @BBCWorld: Former Miss Iraq 'threatened' after fellow Instagram star's murder https://t.co/8lWlfESxd7,-0.743,0.0,0.387,0.613,56
@BBCNews,Mon Oct 01 16:54:57 +0000 2018,"Tories must offer change, says Philip Hammond https://t.co/pGcJPUwEvb",0.0,0.0,0.0,1.0,57
@BBCNews,Mon Oct 01 16:53:40 +0000 2018,RT @BBCWorld: Do you know who owns this locket? https://t.co/08GF5V9XcR,0.0,0.0,0.0,1.0,58
@BBCNews,Mon Oct 01 16:47:47 +0000 2018,RT @BBCWorld: France's Macron causes stir over 'raised middle finger' photo https://t.co/wIn94MtVEy,0.0,0.0,0.0,1.0,59
@BBCNews,Mon Oct 01 16:46:17 +0000 2018,RT @BBCWorld: Brett Kavanaugh's classmate says he lied about drinking https://t.co/hj3YlZ8nF9,-0.3818,0.0,0.206,0.794,60
@BBCNews,Mon Oct 01 16:15:46 +0000 2018,"RT @BBCNewsbeat: The New York City Police Department has told Newsbeat that charges are ""pending""

https://t.co/xeKTADkm3P",-0.2732,0.0,0.123,0.877,61
@BBCNews,Mon Oct 01 15:20:45 +0000 2018,"RT @BBCPolitics: ""We do need to act"": Environment Secretary Michael Gove promises to act ""quickly"" on food labelling, in the wake of teenag…",0.3818,0.106,0.0,0.894,62
@BBCNews,Mon Oct 01 15:19:59 +0000 2018,Bike crash: The first things to do in the aftermath https://t.co/S12fgialkN,-0.4019,0.0,0.213,0.787,63
@BBCNews,Mon Oct 01 15:19:57 +0000 2018,Mylee Billingham: Dad found guilty of daughter's stab murder https://t.co/5jII3U3Qko,-0.9062,0.0,0.617,0.383,64
@BBCNews,Mon Oct 01 15:08:32 +0000 2018,The Cry: What the critics made of every parent's nightmare https://t.co/luo1pFTh4j,-0.6486,0.0,0.371,0.629,65
@BBCNews,Mon Oct 01 15:08:18 +0000 2018,Lincoln police help stranded newlyweds after breakdown https://t.co/DlMoo3Xbxz,0.4019,0.278,0.0,0.722,66
@BBCNews,Mon Oct 01 14:41:02 +0000 2018,"""We all loved him dearly"" 

A tribute to Geoffrey Hayes from Ronnie Le Drew, who operated Zippy on beloved children… https://t.co/ZkSH0DKDjq",0.875,0.37,0.0,0.63,67
@BBCNews,Mon Oct 01 14:37:35 +0000 2018,"RT @BBCPolitics: Boris Johnson has been snapped running through fields near his home. But was he also attempting to ""troll"" the PM, who fam…",0.0,0.0,0.0,1.0,68
@BBCNews,Mon Oct 01 13:40:05 +0000 2018,Sex worker stall at Brighton university freshers' fairs sparks row https://t.co/MyvsdhjHc7,-0.2023,0.0,0.153,0.847,69
@BBCNews,Mon Oct 01 13:30:38 +0000 2018,"RT @BBCSport: ""Some care more than others"".

Jose Mourinho has been speaking to the media.

Full story here: 
https://t.co/TZ2LdPdOyp https…",0.4939,0.144,0.0,0.856,70
@BBCNews,Mon Oct 01 13:05:54 +0000 2018,Apple silent amid iPhone 'chargegate' complaints https://t.co/1A0uuUCjRq,-0.4019,0.0,0.31,0.69,71
@BBCNews,Mon Oct 01 12:55:16 +0000 2018,Honour of Kings uses facial recognition to check ages https://t.co/R2AlFs80hZ,0.5719,0.291,0.0,0.709,72
@BBCNews,Mon Oct 01 12:51:08 +0000 2018,Where do your tips go? A guide to how tipping works in restaurants https://t.co/MoZBlFcTpT,0.0,0.0,0.0,1.0,73
@BBCNews,Mon Oct 01 12:39:44 +0000 2018,Sourdough or sourfaux? Does it go against the grain if your bread is fake? https://t.co/kBeqRq04Sk,-0.5362,0.0,0.198,0.802,74
@BBCNews,Mon Oct 01 12:28:10 +0000 2018,"Jean-Claude Arnault, photographer in Nobel prize scandal, jailed https://t.co/9NsgzMap7E",-0.4215,0.214,0.396,0.39,75
@BBCNews,Mon Oct 01 12:21:44 +0000 2018,"RT @BBCBreaking: French singer and songwriter Charles Aznavour has died aged 94 after a career lasting more than 80 years, a spokesman says…",-0.5574,0.0,0.153,0.847,76
@BBCNews,Mon Oct 01 12:17:33 +0000 2018,"Would younger voters back Tories for £10,000? https://t.co/QO8uisqESb",0.0,0.0,0.0,1.0,77
@BBCNews,Mon Oct 01 11:50:09 +0000 2018,The 26-year-old with a £100m sportswear brand https://t.co/PZukQf8ysh,0.0,0.0,0.0,1.0,78
@BBCNews,Mon Oct 01 11:47:07 +0000 2018,"RT @BBC_HaveYourSay: What's the best way to get good tips as a waiter or waitress? 

Tell us your tips on tipping:  
✉️HaveYourSay@bbc.co.u…",0.7964,0.272,0.0,0.728,79
@BBCNews,Mon Oct 01 11:46:57 +0000 2018,"RT @BBCPolitics: ""There are no short cuts and no free lunches on the road to a better Britain"" - Chancellor Philip Hammond lambasts Labour…",0.1531,0.208,0.221,0.57,80
@BBCNews,Mon Oct 01 11:31:52 +0000 2018,Rainbow's Geoffrey Hayes dies at 76 https://t.co/v0zJCKOlk0,0.0,0.0,0.0,1.0,81
@BBCNews,Mon Oct 01 11:28:12 +0000 2018,Tesco Bank fined £16.4m over cyber-attack https://t.co/r13Re4EGh3,0.0,0.0,0.0,1.0,82
@BBCNews,Mon Oct 01 11:22:59 +0000 2018,RT @bbckamal: Chx @PhilipHammondUK says handling technological changes such as artifical intelligence will be much more fundamental than Br…,0.4767,0.147,0.0,0.853,83
@BBCNews,Mon Oct 01 11:19:18 +0000 2018,"RT @BBCPolitics: ""Our job is to prove [Donald Tusk] wrong,"" says Chancellor Philip Hammond at the Conservative Party conference #CPC18 #Bre…",0.4019,0.119,0.0,0.881,84
@BBCNews,Mon Oct 01 11:09:38 +0000 2018,Why doesn't prison work for women? https://t.co/iQ6NoXdXZ9,0.4023,0.311,0.0,0.689,85
@BBCNews,Mon Oct 01 11:07:50 +0000 2018,"RT @BBCEngland: That's the ""something blue"" sorted 🚓👰😆 https://t.co/7IpdLKW3Xv",0.0,0.0,0.0,1.0,86
@BBCNews,Mon Oct 01 10:49:08 +0000 2018,Why the UK has such cheap food https://t.co/tki5Wl13vJ,0.0,0.0,0.0,1.0,87
@BBCNews,Mon Oct 01 10:48:26 +0000 2018,Rudolf Nureyev: How the dance legend continues to inspire https://t.co/E4RbPXgjdB,0.5719,0.291,0.0,0.709,88
@BBCNews,Mon Oct 01 10:01:43 +0000 2018,"RT @BBCPolitics: #Brexit Secretary Dominic Raab accuses Labour of ""opening the door to reversing Brexit"" in speech to Conservative Party co…",0.0772,0.112,0.1,0.788,89
@BBCNews,Mon Oct 01 09:56:17 +0000 2018,Landmark cancer therapy wins Nobel prize https://t.co/UYZWcp1teC,0.4404,0.529,0.28,0.191,90
@BBCNews,Mon Oct 01 09:52:53 +0000 2018,Indonesia earthquake and tsunami: How warning system failed the victims https://t.co/dpwQuTIKK3,-0.7906,0.0,0.5,0.5,91
@BBCNews,Mon Oct 01 09:41:20 +0000 2018,Ryder Cup 2018: Patrick Reed says Jordan Spieth did not want to play with him https://t.co/jHcnosPMcc,-0.3089,0.0,0.189,0.811,92
@BBCNews,Mon Oct 01 09:37:27 +0000 2018,Brexit: Why EU negotiators are obsessed with Tory conference https://t.co/3FrNq94WcU,-0.1779,0.0,0.159,0.841,93
@BBCNews,Mon Oct 01 09:33:39 +0000 2018,Shared home tenants 'may face rent rises or eviction' https://t.co/CXBfSCV62U,-0.1531,0.179,0.224,0.597,94
@BBCNews,Mon Oct 01 09:22:16 +0000 2018,Lana Del Rey confronts Kanye West over support for Donald Trump on Saturday Night Live https://t.co/hC1iyhRhRE,0.2023,0.145,0.102,0.753,95
@BBCNews,Mon Oct 01 09:14:41 +0000 2018,RT @BBC_HaveYourSay: Were you watching @KillingEve episode 8 on a train on the 30th September? Could this 👇 be you? Did you know you were n…,0.0,0.0,0.0,1.0,96
@BBCNews,Mon Oct 01 09:10:21 +0000 2018,"RT @VictoriaLIVE: “It’s incredible that nothing has really changed that is meaningful. Two years since our child has died.”

Nadim Ednan-La…",0.3182,0.103,0.0,0.897,97
@BBCNews,Mon Oct 01 09:03:22 +0000 2018,Scientist angers audience with views on women in physics https://t.co/FIqLkmNipQ,-0.5106,0.0,0.268,0.732,98
@BBCNews,Mon Oct 01 08:59:29 +0000 2018,IPCC: Climate scientists consider 'life changing' report https://t.co/nBswoTu2sz,0.0,0.0,0.0,1.0,99
@BBCNews,Mon Oct 01 08:45:18 +0000 2018,Pret death: Father had to ring wife to say daughter would die https://t.co/FzbCdPaK6b,-0.8316,0.0,0.415,0.585,100
@CBS,Tue Oct 02 02:42:23 +0000 2018,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…",0.3182,0.119,0.0,0.881,1
@CBS,Tue Oct 02 01:10:54 +0000 2018,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ,0.765,0.292,0.0,0.708,2
@CBS,Tue Oct 02 00:01:07 +0000 2018,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…",0.0,0.0,0.0,1.0,3
@CBS,Mon Oct 01 21:56:03 +0000 2018,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh,0.0,0.0,0.0,1.0,4
@CBS,Mon Oct 01 16:33:11 +0000 2018,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H,0.296,0.136,0.0,0.864,5
@CBS,Sun Sep 30 23:51:26 +0000 2018,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi",-0.2263,0.0,0.091,0.909,6
@CBS,Sun Sep 30 17:00:00 +0000 2018,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35,0.6124,0.19,0.0,0.81,7
@CBS,Sun Sep 30 14:34:18 +0000 2018,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,0.0,0.0,0.0,1.0,8
@CBS,Fri Sep 28 22:22:01 +0000 2018,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",0.0,0.0,0.0,1.0,9
@CBS,Fri Sep 28 20:16:14 +0000 2018,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",0.0,0.0,0.0,1.0,10
@CBS,Fri Sep 28 17:52:41 +0000 2018,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",0.0,0.0,0.0,1.0,11
@CBS,Fri Sep 28 16:51:50 +0000 2018,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",0.0,0.0,0.0,1.0,12
@CBS,Thu Sep 27 20:19:18 +0000 2018,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,0.0,0.0,0.0,1.0,13
@CBS,Thu Sep 27 20:01:53 +0000 2018,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,0.0,0.0,0.0,1.0,14
@CBS,Thu Sep 27 17:19:16 +0000 2018,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",0.0,0.0,0.0,1.0,15
@CBS,Thu Sep 27 16:58:08 +0000 2018,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,-0.34,0.191,0.283,0.526,16
@CBS,Thu Sep 27 00:44:13 +0000 2018,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,0.0,0.0,0.0,1.0,17
@CBS,Thu Sep 27 00:42:15 +0000 2018,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,0.0,0.0,0.0,1.0,18
@CBS,Wed Sep 26 21:49:27 +0000 2018,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,0.1139,0.071,0.0,0.929,19
@CBS,Wed Sep 26 19:57:54 +0000 2018,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",0.6249,0.221,0.0,0.779,20
@CBS,Tue Oct 02 02:42:23 +0000 2018,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…",0.3182,0.119,0.0,0.881,21
@CBS,Tue Oct 02 01:10:54 +0000 2018,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old f… https://t.co/fu9SJzv7hZ,0.765,0.292,0.0,0.708,22
@CBS,Tue Oct 02 00:01:07 +0000 2018,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…",0.0,0.0,0.0,1.0,23
@CBS,Mon Oct 01 21:56:03 +0000 2018,Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s… https://t.co/37QOrVA1sh,0.0,0.0,0.0,1.0,24
@CBS,Mon Oct 01 16:33:11 +0000 2018,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT… https://t.co/klrx7cA41H,0.296,0.136,0.0,0.864,25
@CBS,Sun Sep 30 23:51:26 +0000 2018,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times:… https://t.co/zmEn7CVlUi",-0.2263,0.0,0.091,0.909,26
@CBS,Sun Sep 30 17:00:00 +0000 2018,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35,0.6124,0.19,0.0,0.81,27
@CBS,Sun Sep 30 14:34:18 +0000 2018,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,0.0,0.0,0.0,1.0,28
@CBS,Fri Sep 28 22:22:01 +0000 2018,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",0.0,0.0,0.0,1.0,29
@CBS,Fri Sep 28 20:16:14 +0000 2018,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",0.0,0.0,0.0,1.0,30
@CBS,Fri Sep 28 17:52:41 +0000 2018,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",0.0,0.0,0.0,1.0,31
@CBS,Fri Sep 28 16:51:50 +0000 2018,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",0.0,0.0,0.0,1.0,32
@CBS,Thu Sep 27 20:19:18 +0000 2018,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,0.0,0.0,0.0,1.0,33
@CBS,Thu Sep 27 20:01:53 +0000 2018,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,0.0,0.0,0.0,1.0,34
@CBS,Thu Sep 27 17:19:16 +0000 2018,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",0.0,0.0,0.0,1.0,35
@CBS,Thu Sep 27 16:58:08 +0000 2018,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,-0.34,0.191,0.283,0.526,36
@CBS,Thu Sep 27 00:44:13 +0000 2018,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,0.0,0.0,0.0,1.0,37
@CBS,Thu Sep 27 00:42:15 +0000 2018,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,0.0,0.0,0.0,1.0,38
@CBS,Wed Sep 26 21:49:27 +0000 2018,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,0.1139,0.071,0.0,0.929,39
@CBS,Wed Sep 26 19:57:54 +0000 2018,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",0.6249,0.221,0.0,0.779,40
@CBS,Wed Sep 26 17:25:43 +0000 2018,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",0.0,0.0,0.0,1.0,41
@CBS,Tue Sep 25 21:10:56 +0000 2018,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",-0.2714,0.106,0.149,0.745,42
@CBS,Tue Sep 25 20:31:45 +0000 2018,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",-0.2263,0.0,0.091,0.909,43
@CBS,Tue Sep 25 19:54:26 +0000 2018,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,0.0,0.0,0.0,1.0,44
@CBS,Tue Sep 25 19:45:33 +0000 2018,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,0.7901,0.291,0.0,0.709,45
@CBS,Tue Sep 25 18:34:26 +0000 2018,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",0.0,0.0,0.0,1.0,46
@CBS,Tue Sep 25 18:05:31 +0000 2018,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",0.0,0.0,0.0,1.0,47
@CBS,Mon Sep 24 18:56:15 +0000 2018,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",0.0,0.0,0.0,1.0,48
@CBS,Sun Sep 23 23:24:03 +0000 2018,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",-0.2263,0.0,0.087,0.913,49
@CBS,Sun Sep 23 14:00:00 +0000 2018,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,0.0,0.0,0.0,1.0,50
@CBS,Fri Sep 21 19:18:00 +0000 2018,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",0.296,0.144,0.098,0.758,51
@CBS,Fri Sep 21 17:46:26 +0000 2018,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,-0.1531,0.142,0.187,0.672,52
@CBS,Thu Sep 20 23:17:19 +0000 2018,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",0.296,0.109,0.0,0.891,53
@CBS,Thu Sep 20 21:38:21 +0000 2018,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,0.6467,0.157,0.0,0.843,54
@CBS,Thu Sep 20 16:47:26 +0000 2018,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,0.0,0.0,0.0,1.0,55
@CBS,Wed Sep 19 19:07:37 +0000 2018,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,-0.0531,0.176,0.236,0.588,56
@CBS,Tue Sep 18 17:04:20 +0000 2018,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,0.6486,0.209,0.0,0.791,57
@CBS,Mon Sep 17 22:01:52 +0000 2018,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",0.9642,0.527,0.0,0.473,58
@CBS,Mon Sep 17 21:41:20 +0000 2018,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,0.0,0.0,0.0,1.0,59
@CBS,Mon Sep 17 19:18:37 +0000 2018,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,0.3612,0.263,0.0,0.737,60
@CBS,Sun Sep 16 23:48:59 +0000 2018,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",-0.2263,0.0,0.091,0.909,61
@CBS,Sun Sep 16 14:33:46 +0000 2018,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,0.0,0.0,0.0,1.0,62
@CBS,Sat Sep 15 16:00:01 +0000 2018,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",-0.4322,0.07,0.159,0.771,63
@CBS,Fri Sep 14 18:22:59 +0000 2018,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",-0.2481,0.181,0.248,0.571,64
@CBS,Thu Sep 13 20:52:06 +0000 2018,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,0.0,0.0,0.0,1.0,65
@CBS,Thu Sep 13 20:28:06 +0000 2018,This just in... https://t.co/QG3OYF6Rfv,0.0,0.0,0.0,1.0,66
@CBS,Thu Sep 13 18:06:49 +0000 2018,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,0.4753,0.218,0.083,0.699,67
@CBS,Mon Sep 10 17:06:16 +0000 2018,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",0.0,0.0,0.0,1.0,68
@CBS,Sun Sep 09 23:36:09 +0000 2018,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",-0.2263,0.0,0.083,0.917,69
@CBS,Sun Sep 09 14:00:00 +0000 2018,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,0.6705,0.282,0.0,0.718,70
@CBS,Sat Sep 08 16:20:43 +0000 2018,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,0.4215,0.149,0.0,0.851,71
